uniprot	FLYBASE	Alias
A1Z7P8	FBgn0003612	CG8068;CLOT2057;DPIAS;DmPias;Dmel\CG8068;Dpias;PIAS;SU(VAR)2-10;Su(Var)2-10;Su(var)-10;Su-var(2)10;Suvar(2)10;ZIMP;ZimpA;ZimpB;dPIAS;dpias;i184;l(2)03697;pias;zimp
A0A0B4KFC4	FBgn0003254	CG7230;Dmel\CG7230;RIB;fus1;gene 5
Q9VU57	FBgn0036348	Dmel\CG17687
A1Z7P5	FBgn0003612	CG8068;CLOT2057;DPIAS;DmPias;Dmel\CG8068;Dpias;PIAS;SU(VAR)2-10;Su(Var)2-10;Su(var)-10;Su-var(2)10;Suvar(2)10;ZIMP;ZimpA;ZimpB;dPIAS;dpias;i184;l(2)03697;pias;zimp
Q9VU59	FBgn0036349	BcDNA:RE54375;CG14112;Dmel\CG14112;HL6;SCNF
A1Z7P7	FBgn0003612	CG8068;CLOT2057;DPIAS;DmPias;Dmel\CG8068;Dpias;PIAS;SU(VAR)2-10;Su(Var)2-10;Su(var)-10;Su-var(2)10;Suvar(2)10;ZIMP;ZimpA;ZimpB;dPIAS;dpias;i184;l(2)03697;pias;zimp
A0A0B4KFC9	FBgn0034440	Dmel\CG10073
A1Z7P1	FBgn0033377	CG8073;Dmel\CG8073
A1Z7P3	FBgn0033380	BEST:GH22533;CG8069;Dmel\CG8069;dPHAX
Q8IQE5	FBgn0036093	Dmel\CG14154
A0A0B4K699	FBgn0013576	CG10196;CG10199;CG32464;Dmel\CG32464;L(3)82Fd;L82;anon-EST:Posey263;l(3)82FD;l(3)82Fd
Q9VHU1	FBgn0037561	DmRH16;Dmel\CG9630;cg9630
A0A0B4K697	FBgn0250823	CG6963;CK1;CK1-gamma;CK1[[gamma]];CK1gamma;CKI-related;CKIgamma;Dmel\CG6963;Gish;Hrr25;NEST:bs27c08;Spider;anon-WO0118547.425;ms(3)89B;spider
F2FB55	FBgn0033906	CT24597;Dmel\CG8331
A0A0B4K691	FBgn0022981	CG1058;Dmel\CG1058;GNaC1;RPK;dGNaC1;ppk2
A0A0B4K692	FBgn0027570	BcDNA:GH07643;CG9761;DmNEP2;Dmel\CG9761;NEP2;dNEP2;nep2
A4UZU8	FBgn0035001	CG4527;DPlkk1;Dmel\CG4527;PLKK1;Plkk/Slik;Plkk1;SLIK;SLK;Slik1;Slk;dPlkk;dPlkk/Slik;slik;slk
O01668	FBgn0019940	CG5192;DMELRH6;Dm Rh6;Dmel\CG5192;R8;RH6;Rh;rh6
Q7JY68	FBgn0033322	19527701;BEST:LP01468;Dmel\CG8584
P48149	FBgn0010198	CG2033;Dmel\CG2033;Rp S15 Aa;RpS15A;RpS15a;S15;S15Aa;anon-EST:Posey44
P48148	FBgn0014020	19549712;8416;AAF01186;CG8416;D-Rho1;DRho;DRho1;DRhoA;Dm Rho1;DmRHO-A;Dmel\CG8416;Drho1;DrhoA;E3.10/J3.8;P48148;RHO;RHO1;Rho;Rho A;Rho GTPase;Rho kinase;RhoA;RhoN19;dRho1;dRhoA;dnRho;l(2)52Fa;l(2)k02107b;n(2)k07236;rho;rho1;rhoA
A0A0B4LFL6	FBgn0028743	CG5036;Dmel\CG5036;EG:52C10.2;dhit
Q24154	FBgn0016726	BcDNA:RH58777;CG10071;DL43;Dmel\CG10071;L29;RpL43;anon-EST:Posey204;anon-EST:Posey73
Q24157	FBgn0000221	Brn;CG4934;Dmel\CG4934;EG:EG0007.6;brc;fs(1)107;fs(1)A107;l(1)6P6
Q24151	FBgn0016917	CG4257;D-STAT;D-Stat;D-stat;D-stat/stat92E;DRODSRC;DSRC;DSTAT;DmSTAT;Dmel\CG4257;Dstat;Dstat 92E;Dstat92E;SD-stat;STAT;STAT 92E;STAT92E;STAT92e;Stat;Stat1alpha-like;Stat92;Stat92e;d-STAT;dSTAT;dSTAT92E;dSTAT92E/marelle;dstat;l(3)06346;l(3)j6C8;mrL;mrl;mrl stat92E;pSTAT;stat;stat92;stat92E;stat92e;stat[92E]
Q24152	FBgn0010314	CDI2;CG3738;Cdi2;Cks;DmCks1;Dmel\CG3738;U40077;cdi2;cks;cks30A;fs(2)rem;rem
Q7KQM6	FBgn0039936	Dmel\CG11148
O61380	FBgn0023213	CG10811;Dmel\CG10811;EIF4G;Eif4G;deIF4G;eIF-4G;eIF4g;p200
A1Z803	FBgn0033451	Dmel\CG1665;IP19920p
Q8INL4	FBgn0051467	CG6471;Dmel\CG31467
Q7KQM8	FBgn0039929	Dmel\CG11076
Q8INL2	FBgn0037831	CAP-H2;CG14685;CapH2;Dmel\CG14685;cap-H2;dCap-H2
Q8INL3	FBgn0051373	CG6482;Dmel\CG31373;PDF
Q7KN74	FBgn0021847	BcDNA:LD21719;CG8325;Dmel\CG8325;l(2)k15603
Q7KN75	FBgn0027835	BcDNA:LD21383;BcDNA:LD21677;CG5170;DDP1;Dmel\CG5170;anon-WO0118547.516;anon-WO0172774.168;ddp1
Q8MSU4	FBgn0037371	CG2097;Dmel\CG2097;Symp;dSymp
A1Z907	FBgn0033739	CG8529;DmDYB;Dmel\CG8529
Q9VWS9	FBgn0030936	Dmel\CG6481
Q9VWS4	FBgn0030941	CG6531;Dmel\CG6531;TNFR;Wgn;vader
Q9VWS5	FBgn0030940	Dmel\CG15040
Q9VWS7	FBgn0030938	Dmel\CG15047
Q9VWS0	FBgn0030945	CG6632;Dmel\CG6632;ING3;dIng3
Q7KN79	FBgn0027525	BcDNA:LD21529;Dmel\CG7686
Q9VWS2	FBgn0030943	Dmel\CG6540;Nup35
Q9VWS3	FBgn0027335	CG6606;Dmel\CG6606;dRip11;l(1)G0003;l(1)G0070;l(1)G0092;l(1)G0205;l(1)G0297;l(1)G0434
Q9VZZ5	FBgn0035356	Dmel\CG16986
Q961V3	FBgn0039790	Dmel\CG2246
J7K3P9	FBgn0033635	Aqp7777;Dmel\CG7777
P33085	FBgn0085387	2;3;6;CG12678;CG1321;CG15451;CG32508;CG34358;Dmel\CG34358;Dmel_CG12678;Dmel_CG32508;E81;FBpp0111481;Pas;R-9-29;R9-29;Shak B;Shak-B;ShakB;W3;inx8;l(1)19Eb;l(1)LB21;l(1)R-10-14;l(1)R-10-3;l(1)R-10-7;l(1)R-9-29;l(1)TH73;l(1)W3;l(1)W3b;lincRNA.1031;nj-156;nj156;pas;pass;shB;shak-B;shkB
Q95RA8	FBgn0038965	CG13852;DMob1;Dmel\CG13852;Dmob1;Mats;Mob1;anon-WO0118547.303;dmob1
Q95RA9	FBgn0038149	CG9796;Dmel\CG9796;GILT
P40301	FBgn0086134	153303_at;Alpha-2;CG5266;Dmel\CG5266;PRC3;PROS Dm25;PROS-Dm25g;PSA2_DROME;Pros25;Prot. 25 Kda;Su(DTS);Su(DTS)-1;alpha-2;alpha2;alpha2_dm;dalpha2
Q0KHR7	FBgn0259923	CG9699;Dmel\CG9699;sep4
Q8SXN9	FBgn0050497	BEST:LD33067;CG1383;CG1557;CG30947;Dmel\CG30497;EP(2)2618;NEST:bs36c04;anon-WO0118547.176
G4LU05	FBgn0265416	CG12727;CG15751;CG15752;CG15753;CG32635;CG44328;CT36003;Dmel\CG44328;Dmel_CG15753;Dmel_CG32635;net;neto;tld-like
Q0KHR2	FBgn0262111	CG12996;CG42864;CG5424;Dmel\CG42864;Dmel_CG12996;Dmel_CG5424;X1
P40304	FBgn0002284	Beta-6;CG4097;DTS-5;DTS5;Dmel\CG4097;PSB1_DROME;PSMB1;Pros26;Pros26-DTS;b6;beta-6;beta6;beta6_dm;l(3)73Ai;l(3)DTS-5;l(3)DTS5;pros26;pros26B;pros26beta6
Q95RA0	FBgn0040732	141315_at;Dmel\CG16926
Q24488	FBgn0010407	CG4926;DRor;DmHD-2;Dmel\CG4926;Dror;HD-2;ROR;ROR1
A0A0B4LG64	FBgn0259985	11471;CG8889;Dmel\CG8889;GS11471;dMPPE;dmppe
Q8T3Y0	FBgn0259794	CG13030;Dmel\CG13030;SinaH;anon-WO0140519.228;sina-h
Q9VT66	FBgn0036056	Dmel\CG6709
X2JF83	FBgn0030674	Dmel\CG8184;URE-B1/CG8184
Q8IH23	FBgn0261990	CG13335;CG6183;Dmel\CG42808;Dmel_CG13335
M9PEQ7	FBgn0035643	Dmel\CG13287
M9PEQ4	FBgn0036043	BcDNA:RE59468;DAE;Dmel\CG8177;anon-EST:Posey259
M9NFB1	FBgn0013718	CG32140;CG33991;CG7867;CIP-D2;Cy3-23;D2;Dmel\CG33991;EP3077;FIP3;NUF;Nuf;Nuf1;Nuf2p;anon-D2
Q9W295	FBgn0034692	Dmel\CG13502
M9NFB4	FBgn0030892	Dmel\CG7206
Q8IQF8	FBgn0086254	34F4T;Dmel\CG6084;ESTS:34F4T
Q9W298	FBgn0034689	Dmel\CG2921
Q9W299	FBgn0034688	Dmel\CG11474
M9NFB8	FBgn0013718	CG32140;CG33991;CG7867;CIP-D2;Cy3-23;D2;Dmel\CG33991;EP3077;FIP3;NUF;Nuf;Nuf1;Nuf2p;anon-D2
X2JDW0	FBgn0053513	79G8T;CG14793;CG14794;CG33513;CT34603;DmelNmdar2;Dmel\CG33513;DrNR2;EG:80H7.7;ESTS:79G8T;NMDAR2;NR2;anon-sts34;dNR2;dnmdar-II;dsNR2
A0A0B4LHX0	FBgn0040628	Dmel\CG18672
X2JDW6	FBgn0262730	Dmel\CG14446;MRE2;lincRNA.S8753
Q9VFK5	FBgn0038223	CG8538;Dmel\CG8538;dAfti
Q9VIY9	FBgn0032763	Dmel\CG17568
Q9VFK6	FBgn0011474	CG3307;Dmel\CG3307;PR-SET7;PR-Set7;PR/SET07;PRSET7;Pr-set-7;SET8;Set7;dPR-Set7;dSET8;dSet8;l(3)neo41;pr-Set7;pr-set7
E1JH68	FBgn0264962	CG10228;Dmel\CG10228;Inr-a;anon-WO0118547.146;dPcf11;l(2)k08015;pcf11
Q9VFK3	FBgn0038225	CG8489;Dmel\CG8489
Q9VFK2	FBgn0086901	CG14845;CG14846;CG14847;CG14848;CG14849;CG31319;CG31330;CG34389;CG8480;Cv-c;Dmel\CG34389;Dmel_CG14846;Dmel_CG14847;Dmel_CG31319;Dmel_CG31330;RhoGAP88C;l(3)06951;rhoGAP88C
E1JH64	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
Q9VIY1	FBgn0032769	Dmel\CG10750
Q9VIY3	FBgn0032768	Dmel\CG17564
E1JH60	FBgn0033853	CT19307;Dmel\CG6145
E1JH61	FBgn0033853	CT19307;Dmel\CG6145
E1JH62	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
E1JH63	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
Q9VG46	FBgn0038070	Dmel\CG6753
Q8IR23	FBgn0003969	CG9209;D-RasGAP;Dmel\CG9209;RAS-GAP;RasGAP;RasGAP/Vap;RasGap;p120RasGAP;rasGap
Q9VBR1	FBgn0039335	CG5127;Dmel\CG5127;VPS33b;Vps 33B;Vps33b;dVps33B
Q8IR26	FBgn0052581	Dmel\CG32581
Q8IR24	FBgn0014391	ATP5E;ATPE;ATPsynepsilon;BcDNA:RE19513;BcDNA:RH48911;CG9032;Dmel\CG9032;Sun;l(1)13Fe;l(1)XV
Q8IR25	FBgn0003345	CG8544;DROEXO;DROEXO2;Dmel\CG8544;EP(X)1088;EP1088;SD;Sd;TEAD;anon-EST:Liang-2.14;clone 2.14;l(1)G0239;l(1)G0262;l(1)G0309;l(1)G0315;l(1)G0483;l(1)HF394;l(1)III;sp
P48554	FBgn0014011	CG8556;D-Rac 2;D-Rac2;DRac2;DRacB;DmRAC2;Dmel\CG8556;Drac1b;Drac2;P48554;Rac;Rac GTPase;Rac-2;Rac1;Rac1b;RacB;rac2
P48555	FBgn0015286	24639550;CG2849;D-RalA;DRal;DRala;Dm RalA;Dmel\CG2849;Dral;DralA;Drala;P48555;RALA;Ral;Ral-a;RalA;anon-EST:fe1H4;dRal;l(1)G0174;l(1)G0373;l(1)G0501;ral;ralA
Q8IR29	FBgn0030670	CG9245;Dmel\CG9245;anon-WO02059370.38;dPIS;dpis
Q7PL95	FBgn0028993	CG17594;CG17595;CG18452;Dmel\CG17594;mdcds_36132;scrou
E1JIZ7	FBgn0259990	Dmel\CG42487
Q9VZZ8	FBgn0062517	BcDNA:AT01695;Dmel\CG16984
Q86NP2	FBgn0038872	BcDNA:SD07139;CG5874;Dmel\CG5874;NELF;NELF-A
A0A0B4JDC9	FBgn0262483	CG14867;CG31302;CG43073;CG5143;CG5152;DRBP;Dmel\CG43073;Dmel_CG14867;Dmel_CG31302;drbp
A0A0B4JDC8	FBgn0261859	CG18442;CG31304;CG6934;CG6960;Dmel\CG42788;Dmel_CG31304;Dmel_CG6934;anon-WO0118547.79
M9PFP0	FBgn0086690	AKAP450;CG13459;CG18648;CG33957;CG6735;CP309;Cp309;D-PLP;DPLP;Dmel\CG33957;Dplp;PACT;PLP;cp309;d-plp;dPLP;dplp;l(3)s2172;pPlp;plp
Q9V9T4	FBgn0027620	175K protein;ACF;ACF/CHRAC;ACF1;Acf-1;Acf1;CAF;CG1966;CHRAC;CHRAC-175;Dmel\CG1966;acf1;dACF;dCHRAC;p170;p170/p185;p175
Q6NR72	FBgn0034885	Aqp4019;Dmel\CG4019
Q9VBR8	FBgn0028647	Dmel\CG11902;anon-96CDa
A0A0B4JDC5	FBgn0051493	CG2640;Dmel\CG31493
Q9VAC5	FBgn0039734	CG7908;CT23908;DTACE;Dmel\CG7908;TACE
Q9VA73	FBgn0028646	Aralar;BcDNA:GH07418;CG2139;DmAralar;Dmel\CG2139;aralar
D8FT19	FBgn0027515	BcDNA:LD21794;Dmel\CG7115;PP2C
Q9VA71	FBgn0039773	Amsh;Dmel\CG2224;Q9VA71
Q9VA76	FBgn0039770	Dmel\CG15537
A2VEV2	FBgn0085352	Dmel\CG34323
Q9VA78	FBgn0039768	Dmel\CG15533;aSMase
Q9VA79	FBgn0039767	Dmel\CG2218;UIP5
Q59E13	FBgn0053516	CG15379;CG15380;CG15381;CG33516;CRACM2;CT35425;Dmel\CG33516;Dpr-3;Dpr3
D3DMK5	FBgn0003091	CG6622;DPKC;Dmel\CG6622;Dpkc1;PK-C;PKC;PKC 53B;PKC 53E;PKC-53B;PKC-53E;PKC1;PKC53E;Pkc1;dPKC;dPKC53E(br);pkc53e
Q8IMU1	FBgn0039266	Dmel\CG11791
Q7PLT4	FBgn0263977	CG40451;Dmel\CG40451
P21663	FBgn0000094	And;CEC;CG1361;Cec;Dmel\CG1361;k-9
Q9VUR6	FBgn0036518	BcDNA:LD07615;CG16980;CG32149;CG7396;Dmel\CG32149;RhoGAP-71E1;RhoGap71E;l(3)j6B9
Q7K3Q3	FBgn0033971	Dmel\CG10209
Q7K3Q2	FBgn0038652	BcDNA:RH05973;Dmel\CG7720;ORE-8;dSLC5A1
E1JIZ1	FBgn0263289	0424/05;CG31082;CG42614;CG43398;CG5462;CG5467;CT17324;Dmel\CG43398;Dmel_CG31082;Dmel_CG42614;Dmel_CG5462;Dmel_CG5467;MENE (3R)-F;SCR;Scb;Scrb;Scrib;ird;ird15;l(3)673;l(3)S042405;l(3)c00119;l(3)j7B3;scrb;smi97B;vart
M9PCF0	FBgn0259111	153385_at;CG31906;CG42253;CG4675;Dmel\CG42253;Dmel_CG31906;Dmel_CG4675;NDAE1;Ndae-1;anon-WO0257455.13;l(2)k10316;ndae1
Q9Y0Z9	FBgn0003896	CG10619;Dmel\CG10619;Isl;Islet;Tup;isl;islet;l(2)37Aa;l(2)E41
Q7JZD3	FBgn0027066	BcDNA.LD08743;BcDNA:LD08743;CG3265;Dm EB1;DmEB1;Dmel\CG3265;EB-1;EB1;S(DmcycE[JP])2.5;anon-EST:Liang-2.33;anon-EST:Liang-2.52;clone 2.33;clone 2.52;dEB-1;dEB1;dEb1;eb1;l(2)04524;l(2)4524
Q9W3H4	FBgn0030026	CG10964;Dmel\CG10964;SNI;Sni;anon-WO03040301.183
Q9W3H5	FBgn0030025	BcDNA:LP02728;Dmel\CG2147
Q8MPN9	FBgn0036101	CG6449;Dmel\CG6449;ninA
Q9W3H0	FBgn0030027	Dmel\CG1632;SPH198
Q7JZD5	FBgn0040465	CG12767;Dip3;Dmel\CG12767;anon-WO0118547.169;dip3
P02574	FBgn0000045	143060_f_at;Actin;CG7478;D;Dmel\CG7478;act 79B;act79B;actin;mus79B
Q9Y0Z0	FBgn0259749	BcDNA:LD24639;CG9535;Dmel\CG9535;LD44264;anon-WO0140519.242;cao;cys;cyst;cystic;l(2)k13717b;mum
X2JDM5	FBgn0023215	CG13316;CG2856;DmMnt;Dmel\CG13316;EG:114E2.2;MNT;Mad;Mad-3E;bHLHe43;dMad;dMnt;dmnt;mnt
Q9W3H8	FBgn0261873	BP1063;CG12657;CG12658;CG15339;CG15340;CG15341;CG15342;CG1617;CG32717;Dmel\CG32717;PALS1;Pals1;Sdt;Std;anon-EST:fe2E6;cGUK1;cMAGUK1;l(1)7Ef;pal1;std
P02844	FBgn0005391	CG2979;Dmel\CG2979;VG2;VIT2Dm;YP;YP-2;YP2;YPII;YP[[2]];fs(1)A59;fs(1)K313;fs(1)M35;fs(1)m35;yp;yp2
A4VCL2	FBgn0051145	CG10187;CG13820;CG13821;Dmel\CG31145
A0A0B4LG67	FBgn0259179	CG13528;CG13529;CG30264;CG30266;Dmel\CG42284;Dmel_CG30264;Dmel_CG30266
Q9W0R6	FBgn0035131	CG17084;Dmel\CG17084;Mth-9;anon-WO0170980.163;anon-WO0170980.164
X2JCW3	FBgn0259245	42343;BP1062;BcDNA:RE23430;CG12564;CG12565;CG14583;CG34019;CG42343;CT34319;Dmel\CG42343;Dmel_CG12564;Dmel_CG12565;Dmel_CG14583;Dmel_CG34019;pp-CT34319;pp-CT34320;pp-CT34321
E1JIZ0	FBgn0263289	0424/05;CG31082;CG42614;CG43398;CG5462;CG5467;CT17324;Dmel\CG43398;Dmel_CG31082;Dmel_CG42614;Dmel_CG5462;Dmel_CG5467;MENE (3R)-F;SCR;Scb;Scrb;Scrib;ird;ird15;l(3)673;l(3)S042405;l(3)c00119;l(3)j7B3;scrb;smi97B;vart
Q15K24	FBgn0087007	BBG;C96;CG42230;CG9587;CG9598;Dmel\CG42230;Dmel_CG9587;Dmel_CG9598
M9PGA8	FBgn0263773	38B.11;CG10746;CG42849;CG43690;Dmel\CG43690;Dmel_CG10746;Dmel_CG42849;Fok;l(2)k07614;noncoding_3938
P56721	FBgn0001319	CG10197;Col;Col/Kn;DmCOE;Dmel\CG10197;Kn;coe;col;collier
Q9VC98	FBgn0039180	Dmel\CG5715
Q9VC99	FBgn0263398	CR42873;Dmel\CG6364;Dmel_CR42873;Uck2
Q9VC96	FBgn0011785	Brwd3;CG18670;CG31132;CG6400;Dmel\CG31132;anon-WO0118547.520;anon-WO0118547.620;brwd3;dBRWD3;l(3)05842;l(3)s5349;psg13;ram
M9PCF9	FBgn0032083	Dmel\CG9541
Q9VC94	FBgn0039182	Dmel\CG5728
Q9VC92	FBgn0039184	Dmel\CG6432
Q9VC93	FBgn0039183	CG6413;Dmel\CG6413;Rrp44;dDis3;dRrp44;dis3;taz
Q9VC90	FBgn0039186	Dmel\CG5746
Q9W0R2	FBgn0035134	Dmel\CG1231
Q8T9D0	FBgn0037222	Dmel\CG14642;SP29
A0A0B4K7E4	FBgn0016754	AAF56201;CG13598;DMTF125;Dm Sba;Dmel\CG13598;F125;TF125;Tf125
Q9VH60	FBgn0037760	CG9461;Dmel\CG9461;FBX011;dFBX011
P02843	FBgn0004045	CG2985;DmYP1;Dmel\CG2985;VG1;VIT1Dm;YP;YP-1;YP1;YPI;YP[[1]];fs(1)1163;fs(1)A1163;yp;yp-1;yp1
Q9VH61	FBgn0037759	Dmel\CG8526
P18491	FBgn0000575	0094/26;0203/10;0587/01;0977/09;Ach;CG1007;Dm0688;Dmel\CG1007;Emc;bHLHb28;gov;l(3)04322;l(3)05592;l(3)61Da;l(3)j4E11;ms(3)61CD
Q9VE80	FBgn0038610	Dmel\CG7675
Q7JXV9	FBgn0022027	CG14750;Dmel\CG14750;ESCRT-I;ESCRT-II;VPS25;dVps25;l(2)44Db;l(2)k08904;vps25
Q9W3W7	FBgn0029898	Dmel\CG14439
M9PI68	FBgn0036520	Dmel\CG13449
P11996	FBgn0002563	CG4178;DmeLSP1b;Dmel\CG4178;LSP 1;LSP-1;LSP-1 beta;LSP-1beta;LSP1;LSP1beta;Lsp-1b;Lsp-1beta;Lsp1;Lsp1-beta;Lsp1[beta];Lsp1b
Q9VH71	FBgn0037750	CG12946;Dmel\CG12946
P11995	FBgn0002562	CG2559;DmeLSP1a;Dmel\CG2559;LSP 1;LSP-1;LSP-1 alpha;LSP-1alpha;LSP1;LSP1-alpha;LSP1alpha;Lsp-1alpha;Lsp1;Lsp1-alpha
Q9VYF8	FBgn0030460	Dmel\CG2453
Q7KVP9	FBgn0261850	CG9433;DhR3;DhXPD;DmXPD;Dmel\CG9433;ERCC2;XPD;XPD/ERCC2;l(2)SH2 2137;l(2)SH2137;xpd
Q9W3W5	FBgn0003390	CG3134;CG3135;CT10514;D-Wif;DmWIF;DmWif;Dmel\CG3135;Shf;shf-ov
Q9I7L0	FBgn0042102	Dmel\CG18745
Q9VYF0	FBgn0030467	Dmel\CG1764;cg1764
Q9VYF3	FBgn0041210	CG1770;DHDAC4;Dmel\CG1770;GC1770;HDAC;HDAC4a;dHDAC4;dmHDA405;hdac4
Q7KVP6	FBgn0261554	CG10074;CG15665;CG30386;CG30387;Dmel\CG42672;Dmel_CG30386;Dmel_CG30387
Q9I7L4	FBgn0037481	CG10059;DMAGE;Dmel\CG10059;Mage;Nse3;sst
Q9I7L5	FBgn0015569	CG1131;DmalphaE10;Dmel\CG1131;Esterase-10;K;aE10;alpha-Ests;alphaE10;anon-WO0172774.144
Q9I7L6	FBgn0032911	CG9264;Dmel\CG9264
P05527	FBgn0001269	CG17835;Dmel\CG17835;Engrailed/Invected;IV;Inv;er;in
Q9VC63	FBgn0039207	Dme_CG5789;Dmel\CG5789
A1ZAI1	FBgn0034141	Dmel\CG8311
A0A0B4JCW5	FBgn0260794	CG14656;CG17735;CG42574;Dmel\CG42574;Dmel_CG14656;Dmel_CG17735
M9PI63	FBgn0086690	AKAP450;CG13459;CG18648;CG33957;CG6735;CP309;Cp309;D-PLP;DPLP;Dmel\CG33957;Dplp;PACT;PLP;cp309;d-plp;dPLP;dplp;l(3)s2172;pPlp;plp
Q9VH70	FBgn0037751	CG8484;Dmel\CG8484;Topi
Q9V3R3	FBgn0040346	Dmel\CG3704;EG:BACR7A4.17;XAB1
Q8IMU5	FBgn0039261	Dmel\CG6422
Q9V3R1	FBgn0011559	Acp;Acp36D;CG7157;CT22109;Dmel\CG7157;anon-WO0140519.55
O76454	FBgn0024841	BcDNA:LP07248;CG1963;Dmel\CG1963;PCD
Q9VC60	FBgn0039210	Dmel\CG13625;anon-WO0118547.376
A0A0B4KGW3	FBgn0051100	CG11976;CG11978;Dmel\CG31100
Q9VMR6	FBgn0031703	Dmel\CG12512
A0A0B4KGW2	FBgn0003499	CG7847;Dmel\CG7847;Sr;SrB;l(3)03999;l(3)06948;l(3)06948b
M9PJN0	FBgn0002873	CG12047;Dmel\CG12047;KS63;Mud;NuMA
Q9VCG4	FBgn0039125	CG5857;Dmel\CG5857;NDC1
Q9W4V4	FBgn0040354	Dmel\CG14418;EG:BACR43E12.5
Q9W4V3	FBgn0029639	Dmel\CG14419
M9PJN5	FBgn0026428	CG6170;DHDAC2;DmHDAC2;Dmel\CG6170;HDAC;HDAC2;dHDAC2;dHDAC6;dmHDA404;hdac6
M9PJN6	FBgn0030648	Dmel\CG6340
Q9W4V0	FBgn0052793	CG18089;CG18852;CG3591;Dmel\CG32793;EG:100G7.1;EG:100G7.2;anon-3Ca;anon-3Cb
Q8MRC7	FBgn0024807	CG17686;Dmel\CG17686;TO34;TO67;UbxBP1;clot 10495;clot 2020;dip1;dip1a;klt
Q9W4V9	FBgn0000520	CG2711;CG2714;DWG;Dmel\CG2711;EG:95B7.6;SBP;Sbp;ZW-5;ZW5;Zw-5;Zw5;l(1)3Be;l(1)zw5;ves;zw-5;zw5
Q9W4V8	FBgn0250874	17944223;CG2713;Dmel\CG2713;EG:95B7.3;Gp99;i238;i90
Q9VWH9	FBgn0031022	Dmel\CG12204
Q9VVE8	FBgn0036704	Dmel\CG6497
M9PDV9	FBgn0032901	CG14399;CG9339;CG9340;Dmel\CG9339;anon-WO0118547.455
A0A0B4JCV3	FBgn0261564	BcDNA:LD42159;BcDNA:RE29641;CG30190;CG30193;CG42678;CG9848;D-reep1;Dmel\CG42678;Dmel_CG30190;Dmel_CG30193;anon-WO0118547.113;reep1
M9PDV2	FBgn0029837	CG4690;Dm.Tsp5D;Dmel\CG4690;tsp5D
A0A0B4JCV6	FBgn0260794	CG14656;CG17735;CG42574;Dmel\CG42574;Dmel_CG14656;Dmel_CG17735
A0A0B4JCV4	FBgn0026620	CG9765;D-TACC;D-tacc;DTACC;Dmel\CG9765;TACC;TACCdm;acc;d-tacc;dTACC;dtacc
X2JFS7	FBgn0030778	Dmel\CG4678
Q8IPP8	FBgn0051548	BcDNA:RH24570;CG2907;Dmel\CG31548
Q8IPP9	FBgn0051551	CG11005;Dmel\CG31551
Q86BY9	FBgn0250850	CG11171;CG13440;CG30149;Dmel\CG30149;Gem5;Rig;anon-SAGE:Wang-132;l(2)05056
Q9TW27	FBgn0024807	CG17686;Dmel\CG17686;TO34;TO67;UbxBP1;clot 10495;clot 2020;dip1;dip1a;klt
Q8IPP5	FBgn0261261	CG1093;CG14674;CG34122;CG42612;Dmel\CG42612;Dmel_CG1093;Dmel_CG14674;Dmel_CG34122
Q966U7	FBgn0033504	CAP/Vinexin;CG18408;CG18409;CG3451;DCAP;Dmel\CG18408;Rexin;cap;rexin
Q8IPP3	FBgn0259212	AF-6;CG2534;CG31537;CG42312;Canoe;Cno;Dmel\CG42312;Dmel_CG2534;Dmel_CG31537;EC3-10;anon-WO0172774.47;cno?;dlhA;lip;mis
Q6NLM7	FBgn0053514	CG15017;CG15018;Dmel\CG33514
Q9W4J0	FBgn0025387	Dmel\CG12184;EG:66A1.3;GH15731P
A8JUN6	FBgn0020378	CG1343;D-Sp1;D-Sp8;D.Sp1;Dmel\CG1343;SP1;dSp1;sp1
A0A0B4LEU9	FBgn0050359	CG30359;CG8689;Dmel\CG30359;Drome_A5;mal_A5
P14003	FBgn0001168	8247;CG6494;Dmel\CG6494;H;HRY;Hairy;bHLHb39;bHLHc14;brr;dDr1;hry;l(3)08247;l(3)rM384
Q8IMP2	FBgn0051064	CG14261;CG6001;Dmel\CG31064
Q8IMP1	FBgn0051064	CG14261;CG6001;Dmel\CG31064
A0A0B4LEU5	FBgn0026573	BEST:LD29214;CG8290;Dmel\CG8290;LD29214;dADD1
Q8IMP6	FBgn0027574	BcDNA:GH07089;BcDNA:GH07346;Dmel\CG5815;Spt2
Q6NLM8	FBgn0034408	CG12758;Dmel\CG12758
Q6AWM7	FBgn0259221	CG17034;CG30061;DmCG42321;Dmel\CG42321;Dmel_CG17034;Dmel_CG30061;anon-WO0153538.54
Q9NFP1	FBgn0040069	CG32754;CG3648;Dmel\CG32754;Vanin-like
