source_name;source_uniprotAC;source_speciesID;source_species;source_topology;source_pathways;target_name;target_uniprotAC;target_speciesID;target_species;target_topology;target_pathways;layer;interaction_type;directness;effect;references;source;confidence_score;score_from_the_source
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.75714
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 2.005
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.8
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.76652
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.8125
CG5178;P83967;FBgn0000047;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 1.98571
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.236485;Structure filter: 1.45536
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235037;Structure filter: 1.78929
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.70408
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.28929
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235037;Structure filter: 1.72312
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.69082
CG4006;Q8INB9;FBgn0010379;D. melanogaster;Co-factor;RTK(core);CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.81746
CG1977;P13395;FBgn0250789;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.242699;Structure filter: 1.20408
CG1977;P13395;FBgn0250789;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.5449
CG1977;P13395;FBgn0250789;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.52381
CG1200;Q9W0K0;FBgn0040281;D. melanogaster;Co-factor;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.166483;Structure filter: 1.20408
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.253908;Structure filter: 2.42647
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.320951, GO Semantic Similarity: 0.320951;Structure filter: 2.625
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 2.4375
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 2.17857
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.285986;Structure filter: 2.15217
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.290794;Structure filter: 2.4375
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.242699;Structure filter: 2.57143
CG11579;P18824;FBgn0000117;D. melanogaster;;WNT/Wingless(core);CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.28935, GO Semantic Similarity: 0.28935;Structure filter: 2.38889
CG9901;P45888;FBgn0011742;D. melanogaster;Co-factor;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 2.005
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.75714
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 2.005
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.845
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.8
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.76652
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.8125
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.98571
CG5409;P45891;FBgn0011743;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70333
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.75714
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 2.005
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.8
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.76652
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.8125
CG7558;P32392;FBgn0262716;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.70333
CG6174;P45889;FBgn0011745;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 2.005
CG6174;P45889;FBgn0011745;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.8125
CG18319;P35128;FBgn0000173;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.61875
CG18319;P35128;FBgn0000173;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.54688
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.236485;Structure filter: 1.45536
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.292941;Structure filter: 1.78929
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.59687
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.70408
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.28929
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.253908;Structure filter: 1.72312
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.69082
CG5680;P92208;FBgn0000229;D. melanogaster;Mediator;RTK(core);CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.249985;Structure filter: 1.81746
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.27794
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.267812;Structure filter: 1.70625
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 2.08929
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.75163
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.249985;Structure filter: 2.05125
CG8049;P08630;FBgn0003502;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.52381
CG5848;Q03017;FBgn0000250;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.41
